,product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,user_id,review_id,review_title,review_content_WC,title_sentiment,main_sentiment
837,B00BN5SNF0,"ENVIE® (AA10004PLNi-CD) AA Rechargeable Batteries, Low Self Discharge, AA 1000mAh Ni-CD (Pack of 4)",Electronics,250.0,250.0,0.0,3.9,13971,"AEF5RCDWM36RUTBBON7LXA26PTCA,AGLAZIZLDXX7FKDCSJ6ZLKSHW47A,AGUL3ZHFKXB2FHBKW6EMPCOZBV6A,AGGJYZTRMD5LELUKQE5ZNVQ326BA,AHTOUZO3OWX3CDI6OWWD2QY3NYWQ,AHY7SA7H5WSKZPBFECKTY6UWHFAA,AFE7A5UHWCAOYQVYDUDDHOUJFMMA,AHXG6CXWUZKDMM5DNC6BELMP26QA","R2VFXFP75ZPQF6,R31BYR22O09BLQ,RKMFDAV9I8Z3,R3VO2OQU0NX1GE,R3H4WLHQYRTZ3H,REW2CYD532JB3,R1QTUL5N1ZE9S3,R15FMRVH2UDP2X","कुछ खास नहीं बस ठीक ठाक है,Not good for regular use,pathetic battery back up,good,Does as it should,Very pathetic battery - never buy,Worth buy,Good, but 1.2 v please check when buying",97,negative,negative
838,B09SGGRKV8,"ZEBRONICS Zeb-Buds 30 3.5Mm Stereo Wired in Ear Earphones with Mic for Calling, Volume Control, Multifunction Button, 14Mm Drivers, Stylish Eartip,1.2 Meter Durable Cable and Lightweight Design(Red)",Electronics,199.0,499.0,60.0,3.6,2492,"AFOBWTUOP4PHZ5K7XW4SPJWKDIKQ,AFYMFZN2MFKODDI25OZKLO36LCHA,AFRJ7RO4QSGVXMGOMAYKDF4NV5GA,AHH3N6GR7D7M2TQEMQ2YQZ6E3VSQ,AEWMKIKL7BPEMHC27IUYWYM2T7IQ,AEE7B7WVQ7D4AVZ3PNCXJEA36ZWQ,AGJ7O6CXXXUN72WOV5JID7X7ZBMQ,AFFDNRHZZZB4RCDML523QW3BV24A","R3H500MXJWRGI,R23WZ2PU1E2ZTM,R26VZERXGYOH61,R6BH0WP7AU7K5,R3Q5DCTI9MGLIN,RKLM5089QQVNH,R12GPK5AS5ZUZN,R1DMSSN400Y30K","You want to buy an apple-like earpods w/o having to pay the apple price.,Fragile!,Nice auido quality but poor build quality,LOW BUDGET PERFECT CHOICE,It's good,decent purchase,Worth it,Good for the price.",217,negative,positive
839,B07XLCFSSN,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)",Computers&Accessories,899.0,1900.0,53.0,4.4,13552,"AF2IRSQZKMBGX44YDNUPYRHWXOZQ,AF6VSSXOI3Y4PZCNRJ3L27NCXPYA,AHQKC4MLLVOPBTKJFDBGTXFRKLYQ,AGX5ELLH3KJJ4CY2DJJOXDSOEI6Q,AGJ23TWSY6YFMAVSEAOAUEWO4QLQ,AFOHB4M2RWSUQ3SSZWPMD2FPH6PQ,AFVHKKOI25DAQSETPL7Z5W5SIVUA,AE55WJERHR4C7SEAIWX4JJHFSZBA","R213ILI3XNVHQ0,R1LZN1V8UCR9IU,R1EBFTZINSJ0LG,R3BKR3VZ1U81LW,R5OJ20F8H5T8U,R1FKQR9LSBVLH2,R3R8UN7IQY7EIT,R2WBDNEW6HCVSH","Good,Worth to buy,Great value for price,Good product,Nice product.,Reliable and worth it!,Much more sturdy and durable than Apple cable,Good",190,positive,positive
840,B09RZS1NQT,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cable Compatible with One Plus 8T/ 9/ 9R/ 9 pro/ 9RT/ 10R/ Nord & for All Type C Devices – Red, 1 Meter",Computers&Accessories,199.0,999.0,80.0,4.0,575,"AHUH7OYN3LAUATF5EGA575WCDI6A,AFQRX6TAM6CHKARXIXR25X4Y2K2A,AFIAYICSN46TZ373SYU2DLQH7MHQ,AE7O44O3ZCU6YCS56X4UBNSMN2DA,AG7KTA6KY5FALZELPIEMQBXP6TYA,AFW2YA3CWHADWVPZJRCSYJJ2O3YA,AGOGMKLERURWSCD4RIH53WPEVTWA,AHXAYZML25KY3YMOTME234UUGWXQ","RW294SCHB5QTK,R24AGC1O5RVWYI,R3NT7AA2V3I2FB,R2WGLZMFMUHY4G,R34ZQBSQFAGSQB,R26YQ2I8VG8AXE,R1M1FEBTZ4UHXZ,R1QV3OMDYZ42VP","Worth it!,Good one,Robust and effective.,Good,Good,It's a good product under 199 rupees It's neatly packed and has good quality built,Nice product,Worth the price",159,positive,positive
841,B084BR3QX8,LAPSTER Accessories Power Cable Cord 2 Pin Laptop Adapter and Tape Recorder 1.5M,Computers&Accessories,149.0,999.0,85.0,3.5,2523,"AGI4CCISF6KU62HQAT2VM4GNNNJA,AFRVEW4OKSGZ2FNKMBGZK6CXRLHQ,AH6KDBZ4SDILJZNKGSFMW3NOWMGQ,AFHBK5CYQFTCGBI3AI5RVFZ5XCVA,AGWF4RTHPA35XFXCZZGOORF3KOTQ,AFU6A2VUU2NNOTDQNVKBCY7B5ISQ,AGBFCJ255MTTPSXYPTKWN7BLY6BA,AGB4BQGMMGUSJ2SMZJDCF7WTQSQQ","RTD1L3LGGMBG3,R1C6Z9AXP9ICQM,R3IAQHMHSD92O6,R1SH5KG6YVLJ0H,R2ST8W6PO0TBDR,R1SD1W9T3GM23X,R3J5HRLH5MG85E,R302A87U6XE21L","very good product,The replaced item is fine and working good,Nice experience,Good Product For PlayStation,Poor insulation,Nice,Serves the purpose,One of the pins were broken",77,positive,negative
842,B09VC2D2WG,"Portronics Ruffpad 12E Re-Writable LCD Writing Pad with 30.4cm (12 inch) Writing Area, Single Tap Erase, Smart Lock, Long Battery Life, India's first notepad to save and share your child's first creatives via Ruffpad app on your Smartphone(Black)",Computers&Accessories,469.0,1499.0,69.0,4.1,352,"AE376Y5V3WTFCERMS7ZVYUZCFNUQ,AF5GSV6GVHTLGBTN2NIS23BQN7HA,AEQ57W6KFWU72BECDAK5CJ3OML5Q,AEZLUYRORWZXFHOSF2KN4GKOOATQ,AGNLOWKPE2OQVARLP6ZDG5ZHQQUQ,AFQBZXNFOTEDURZEUQ4GBITKZ7CQ,AFQZ4Z5IE2BDZPQJ7OBQS6FXMWZQ,AFY2KVXOARKAYSSSHYAZXMKB7ZKA","R2IVS0EXZ8BPG6,R2QAT75MT7S765,R383L7XTQG2UD9,R1NGVP9RH0O5FM,RGCUCD1BJZ3QB,R11NVDOMRAN1N9,R4JGI2NFX4AOT,RL8266FZ4TCDG","Fine for beginners but brightness is low ...increase brightness ..,Good,Size and brightness,It is good for rough work,Very nice & satisfactory,Very low brightness,Na,Nice product for this price",197,positive,positive
843,B09163Q5CD,"Verilux® USB C Hub Multiport Adapter- 6 in 1 Portable Aluminum Type C Hub with 4K HDMI Output, USB 2.0/3.0 Ports, SD/Micro SD Card Reader Compatible for MacBook Pro 2016-2020, MacBook Air 2018-2020, Type-C Devices",Computers&Accessories,1187.0,1929.0,38.0,4.1,1662,"AEKIHWXMZFS67F2COXCDUERH5PXQ,AEEOKIYMOYNGBWPWP3FJDCRYUCMQ,AFSV27BUBBO4RXKL2XTBKTIPEOSA,AER7VVMGX6M6QAMBZFMCQ6A7MZAA,AE5GTUXFCCPSGKHOEKPPBZXXFH3A,AE23WGYTUMB5R6JJMBU4V43JIW7Q,AFNMQJFHA6ZOCOGA7SINBVYAUIPQ,AEXW3VTOJOMHJUJV5ZQILFLJYNQQ","R2OQSICTGUIV9L,R972JSI8VWR33,R135GA3VHX1SD1,RCK3L91V5KB3H,R344OPOOMTSVT8,R2QZCWEELOUVY0,R1CSJT44WVD786,R3UFTGEYELMOS2","Value for money.,Value for money,Price could be lesser,Ideal for new MacBooks,Average and overpriced,Meet the expectations,So I got the product on 11th August 2022. This is the initial impression of the product.,Ok ok product",460,negative,positive
844,B08K9PX15C,Zebronics Zeb Wonderbar 10 USB Powered 2.0 Computer Speaker with RGB Lights,Computers&Accessories,849.0,1499.0,43.0,4.0,7352,"AFC7Q5Q64XM2Y64FT7Y3L2YVALRA,AG7C5TFPIBMWQQC2SY4UPPRF6T6A,AEV3DHIQIEUNDUMXEPHJBVZ3VMHQ,AF7WOI76RSO6HPHORY46KHV2KARQ,AGLMQEABF4OCKPYA6Y4H6ITQQMXA,AEEXZXEWCWYDJLF6GTCY2Z26BNCQ,AEBEEV5D2QU7YGXUN4BJIK4UUFMQ,AHGY7QPVZJPTLRLC4ZAY2N4EISNQ","R2USVKN5VQX7ZL,R36O11JTBG8NKH,R1OC5OKQ1ZHRT4,R1DSMD8RKWG5SN,R1NRFX7JSECICX,R37FILR40ZQ5CU,R2XJMXNKVIUUL5,R3AGSJ4P5W4OG4","Nice product from Zebronics... Using for laptop,Gr8 product need more sound quality,Sound,Best Product 👍,Sound bass,Value for money. Wired and aux quality is poor,Compact speakers for PC/Laptop,Worthy for our money",134,negative,positive
845,B083RD1J99,"HP Wired Mouse 100 with 1600 DPI Optical Sensor, USB Plug-and -Play,ambidextrous Design, Built-in Scrolling and 3 Handy Buttons. 3-Years Warranty (6VY96AA)",Computers&Accessories,328.0,399.0,18.0,4.1,3441,"AFTUS3YZBNWUVW7FV7AQ4O532UNQ,AGREMFD5IKQE5NK2YCOQ4XNUTUDQ,AHHCU7EJOMSMPWWIYKX5AYZMZL4Q,AFMCUIC3C5CHX6MWTMK6NM5UDCLA,AGA3HQYJUDXUSMKY2XA7VMWANUWA,AFPORMGJWOHUS73RCALK7AQLVLSA,AE4YLPCDLNTQVAY55PYV3LYJYUSQ,AF7LYQTIS45CKK5MJKT4D2B7VWAQ","R28LVJV0VALRCQ,RUMWHXUP5WKO2,R3D5OM30BEDYE0,R2X9E8CREU3PI8,R1DWE4B2XWK08G,R27HOGDG67KNQO,R1QYLVRY3M6HLE,RA2K9X6CPRLS3","Good Quality Mouse,good,Good product for its price and warranty.,Not the best but does the job,Okayish,Go for it,really a good mouse in 250,not proper size ,it should be Littel big",201,positive,positive
846,B09Z7YGV3R,"Anjaney Enterprise Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip (Black)",Computers&Accessories,269.0,699.0,62.0,4.0,93,"AGSPAJCL6J6YDXIAPE76RI7HR5AA,AFU6BZRZSMJBHGEYA6E7O2UZEWXQ,AEZ56Q4ETISVJMCTD6W2Z672HIPA,AFBQMEOHKDRW6CJJFN2X6BVFQ2XQ,AEUDP3SKTHEQV7VQ7TV6PCVWJUMA,AG5OWHWYJUE7GK5HV47FTXCLUL4Q,AEADGYDCRKJZHYV73SEXX5CODVVQ,AFEPF3H7CZCWZW2M4ZVRLD7HTTIA","R3VZ6Z283J13QS,R1A8F37C7OKF8,R2RQS98AMZ4NJG,R1DGW1VG83PPCR,RURU97F6DP2YP,RKZFNA3ZOCH42,R2OOZRPNVR6EVK,R4KKHOLNKM7XN","Honest review,Cushion grip is coming out,Mast h ! Jaisi dikh rhi same ayi ,majboot bhi h,PHONE HOLDER IS USELESS,product quality is good as per price u can buy it,Go for it!!!,This bed table is very good. Go for it.,Not sturdy on the bed. Cheap material used",163,positive,negative
847,B00N3XLDW0,ENVIE ECR-20 Charger for AA & AAA Rechargeable Batteries,Electronics,299.0,400.0,25.0,3.8,40895,"AGLAZIZLDXX7FKDCSJ6ZLKSHW47A,AFBQNIYHQELPL3AS3CI5Y7MWAJXQ,AHCQZGA4PP2US5BBID5MH7DGIRCA,AHBAFNJWDQVW7JM7YGQOHNOCVM6A,AHJBDYJIPK5LBAZKUJ5QEN2SGAWQ,AGPESJMSSBWG5JO3AUJN4IZKD7TA,AEDY3GIDR2RJL5RYJ3TZYZ5MUJ2Q,AGF22A6YFPOU5427WPDKHGBCDTJQ","RXTFUL32UVMBF,RKILLVCVGFROD,R2JYW5X6BHMXBV,R18M0I706P5O3,RCG0RE5G16O10,R1CRK2KTT4Z4C5,R28M2PKJ99LPKF,R35HIF5EVQDYIM","Not as per Description,It's not a 2800mAh battery. It's 1800mAh. They are fooling you with the name,Design problem of getting overheated,It is good medium speed charger,Good,Ok Chinese?,Good,Fast Charging",185,negative,negative
848,B07Z53L5QL,"ProElite Faux Leather Smart Flip Case Cover for Apple iPad 10.2"" 9th Gen (2021) / 8th Gen / 7th Gen with Stylus Pen, Black",Computers&Accessories,549.0,1499.0,63.0,4.3,11006,"AEZTXYO6KQGB5TJF4C2QF4Q337ZQ,AEMDPSOBAW7LQQ7RCDG65VFSK3HA,AHR3OXVD5W52Q2MYS737HKHMTCHQ,AGWIRVRBLNDID5X4KTAFBTZU2U2A,AFYA6RUSF2C4PVOBWDACACIU2SBA,AH6ZRK276VT5ZAI6TDZ442AS57BQ,AHQTD5TF5VW5IPOSAGIZ7VYFB66A,AFC4X5UHL2LN4PBS2TWOMIZ2GHAQ","R8BSHHFRCZ0MJ,R1FFF30F0OPJ84,R2FNCOSNHKOTQI,RPWUK2BJQ0G68,R3F280BE2HYWNR,R2MM29A786UNMO,R20FESVOJ2K0RP,R3IX2AJH4QZL8U","Nice cover,Value for money product.,Good,Worthy,Snug fit 😃,Fits perfectly | Looks stylish | Lightweight,Nice flip case,Beautiful product received",200,positive,negative
849,B00P93X0VO,"Classmate Pulse 6 Subject Notebook - Unruled, 300 Pages, Spiral Binding, 240mm*180mm",OfficeProducts,114.0,120.0,5.0,4.2,8938,"AGPGSHGMGBF6GBOQ7ZXUBQ3IFZJA,AGCTDYXDS2ERAZO6ACV6JTFOHIZA,AHRUFDHGCKZGKT54AVRPZEUTNROQ,AHMN43SPXNEJP5O5QDLMZJXUAECA,AEUDSXTROWKKBDOIXDIPXVUR5GAA,AGM6G35OHG5KQMIRRXHX72G3LK2A,AFRS67BBE6ROLU6SGM626FXNLFNQ,AEEJ44O5YFDJ7ILQI74U7XMNEFIQ","RFFLKG1LJ0XOI,R8X3CAMJEQANF,R31072TMP1DQYQ,R1YNKT2ZV9UMI9,R39R9TDUJOXVNW,R310CKEQ2EYBD8,R2ZRRP5SOEP2S6,R2FADI2UFYIDMF","Great Build Quality!,Great condition,Nice,Good experience,Good purchase,Just not A4.,GOOD ONE,It useful but buy it only when the price is under 100. Then u will get the profit.",170,positive,positive
850,B07SBGFDX9,"Pentonic Multicolor Ball Point Pen, Pack of 10",OfficeProducts,120.0,120.0,0.0,4.1,4308,"AGK76H5VGHDWFQD7JTHVKZNQ5BHA,AHWXK2FU23OBRZZUAXLTBDI3GMIQ,AG6MJ7SV33TYEKAWZOY7HBZ2W2WA,AGIVUEKXGQYNDWJ2UDEE6T24G6LA,AH7Z4E2IL2MTD636EXSVY3BP6DYQ,AEQTIHVRG63RUHQ6HMSZZPITXCSA,AHYTLAOGOPXGT32G7WO2MNPWKISQ,AFPZ5LEIQUTJBH4TEJFQIQT327NQ","R1FXYA8WISUWTK,R2C5SUFAIFCKV9,RD87PA0KNH3GQ,R1HMNBP2MAYYGJ,R1491D1ND0TLA1,R3QTDYT0UEVTKT,R44E31ZTVX5VT,R27QM0PFEZ5LDE","Average,I like the 'Pentonic' pens,which is why I had made the purchase.,Useful,Liked it,Nice,Penatoni pen is good work,worth it,Useful",59,negative,positive
851,B09C6HWG18,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",Computers&Accessories,970.0,1999.0,51.0,4.2,462,"AHRUMHBZ7IAQPLH4W5Y3A6HLQFVA,AGSJW5TCLJEKW4HAJAA4XRRNDAWQ,AFPK3KEV3ZSEJ7K6U6C3LERQ2E7A,AE43YOKQNGCH4SSBHBYFXDSPX6YA,AF6UDET5A7UZVF6X6PLTCNPAG2JA,AG4NQECOQ6XL3YXY2ARSILF65W6Q,AGQKQGF2M565PCZ2RPUYM7HIWH3Q,AF5PAF6QWH67HHLGCH6LBYQJPPUQ","R32JZC43P990BL,R3H7SAJ305WZL4,R37X6NTSTYLVQA,R2D7LP2EBIX3W8,R3C7TL9CMBKBQK,R3UI3Z6GBVW39Z,R331DK9D3GC0XJ,R2G3RRE7N560V7","Product is as expected,Cable has problem with samsung galaxy s8 ultra tablet,Quality and service is good.,It's perfect, definitely what i needed,Worth buying this cable,Just awesome 👌,fast charge, sturdy build quality, absolute value for money product, 2yrs warranty, just go for it,Good",178,positive,positive
852,B00NH11KIK,"AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Meters), Black",Computers&Accessories,209.0,695.0,70.0,4.5,107686,"AEYHTCWWZYU3JQBU6SLNFFT3OMVQ,AENQPV63OVBZHJ7L7V37M2ADFY7Q,AH7J7BCTWAMK2REWT4AMA2V5DPUQ,AFZSC27UUKDN5VYQVMAPYZNQTULA,AHM56NVJXROPTI5WICZITI4YAZAA,AEWZZXQWEU2QSVBCT7AJQ3FXMZWA,AFBLTBDVC23HRPXW2OQ2JDV3BNNQ,AGCX23QVQFBCYCAUWQNM4YHMKMQA","R2AE3BN2Y58N55,R6YVRITBSRECR,R232KD83Q3MVML,R23FRK2ABESQGU,R3NE24KAHO8M69,R2PZRPBF9ZAOMA,R1DC9VBYLSSEB,R2BBEAL7JZWXYR","Functionality as described,Working,Great USB in budget,Good,Good,It just works,Works with my Casio ct-x700 well,Still working after 3 months",97,positive,positive
853,B07X2L5Z8C,"Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent, Slim Computer Mouse with Quiet Click for Laptop, Notebook, PC and Mac - Graphite",Computers&Accessories,1490.0,2295.0,35.0,4.6,10652,"AGD6ND3S3MD2GWZDEJJ225BLLLUA,AF6WTL2BAI27FGX2BFG3WCXREK3Q,AG3PFOJEF5GLV3YFEAWJUTBBSIEA,AET5DKTUHQBYCL3S6OBVUHPPGDUA,AHAXFLMAGSIXKYFVDPGC3QLAEOOA,AE6EIDBISBBJAAF35WCPRRY3NORQ,AEGAAZHTQRX7HIKMQ4KTWNBICPEA,AEA7RJWIWRHGUYKUP6LJBPRSZCDA","R17OGPT2IDXIGX,RBEABUL23L3HP,R15G3N5DHVIH7Y,REGCZ4KOQ0OWS,R11EN6UQ5L17PW,R2KOGJ8NE8RTBZ,R34E060GCVBLI5,R5N1E18Z4JNOH","Sleek and battery efficient!,It's made for ergonomic and lighter use and a silent one.,Good one.,Great product,Cute, but colour mismatcg,Best for Daily use,Good product,This Pebble mouse is just mesmerising to use",210,positive,positive
854,B00VA7YYUO,Apsara Platinum Pencils Value Pack - Pack of 20,Home&Kitchen,99.0,99.0,0.0,4.3,5036,"AETT3TJOC4QSORCIDNNMRWXFQBJA,AEKSSQBYFN4PVMF6TFSWCDM3GGBA,AH6FWLRYYSUC255E7WWU5QRIWS7Q,AFLKD5Z33WDQ2XULJBYG76T3YGVQ,AGT5DX567X2NQXMMIEMN3DPDQNSA,AED67MOMBSOFF4YGXKG4BNH4L7CQ,AHVGOLL7QJE3QK46VKGLFMON2ZZQ,AFJSUF6UQOVP4YGWFRSY6RSQJ2WQ","R3V5B4OYIG9WX6,R287NQW44CH5BZ,RL140F6KGYTH4,R2D7WN5M1VMOJZ,R2D5P5WYK76VHV,RH7OQL4IKCOHR,R3O343FKFZ25X1,R396V5FTETX0DC","Great,Don't but space pencil,Ok,Best pencil,Nice pencil,It is ok,MRP on the box is 95,Best in its class!",34,positive,positive
855,B07L9FW9GF,"Zebronics Zeb-Power Wired USB Mouse, 3-Button, 1200 DPI Optical Sensor, Plug & Play, for Windows/Mac",Computers&Accessories,149.0,249.0,40.0,4.0,5057,"AG65C34LATM4J3ZFKJJPDNISZKUQ,AG76GICZHJGA7YVN4TORX36ONVYA,AHHIHCEKEYDIRPJ5W7WXGLB3E66Q,AFYSF6635O2EAPR4GMVBH74FSIFQ,AHAVRPA7Z3PKTTWVBVUISCKI7RYQ,AEDH674UH53A5FKLUZCCM5LVKUQQ,AEUK344UA4FNU4PR4AWSPKWX5PPQ,AGPAK6ELVZPVKQ7GEZ7IUHNK2C3Q","R2JCUKBR0BQ8ES,RNVX0V6SJF3CP,RW5MJG9LTX6QD,R37PSG13H70Z1F,R17RIHK0XXQDH5,R2P187SBO4SEMH,R1V49G7PD8Y93G,RU78E5A4MW0PK","Good product with less money,At this price ok ok.,Good product,Good mouse at this price range,Good,Good for daily use ke liye,Good,Good",110,positive,positive
856,B08D64C9FN,Ant Esports GM320 RGB Optical Wired Gaming Mouse | 8 Programmable Buttons | 12800 DPI,Computers&Accessories,575.0,2799.0,79.0,4.2,8537,"AGXE2OEXIRBIE4WCKGQYVF4ZY5OQ,AE76DJPCEWHN2OTAI3SQR6WIPB6A,AF5SIAJE5YC2OYZFZZXRUTCQI2CQ,AEJ6Q7R4JYX6VAWBWTCZQ2BATFYA,AG3I2ANE4UBBMC5AH34BVK2STVZA,AECKINXPQ25FT226Z26A5P6WM4DA,AENR3S7MIPA25OAPDZHF3SYFMRSQ,AF3C2ZU2DQCZ6VXFRECIHFFYMZKA","RO0S1HB5CYIZ9,R1D7LUGU7FIF6R,R5VZWTCWXT2WY,R33JXSES80JB74,R2GY2F5IO2PURC,R3REX484T6TAC7,R2K44XXHGOOAHD,RV56YWKRKX22O","It is kinda heavy and i suggest u should use an mouse pad,I'm not a pro gamer but this mouse does the job well,Valuable mouse,Value for Money,Don't buy if you are planning to buy this for FPS Games,Good according to price and specification,Super looking and more featured mouse,Perfect Product",355,positive,positive
857,B07XJYYH7L,"Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C Usb Devices, 3 In 1 Charging Cable, 3A, (3 Feet) (Black)",Computers&Accessories,333.0,999.0,67.0,3.3,9792,"AE47XF2766XJOEOI42DVP2HMB4YQ,AH6JPV326WGUKC2J4EGVP3IN6ZLA,AF4X3QT4KW3DV2HUMQVSOJDISOOQ,AG46FAHE6KV3OQCLJYKRDZWNNYGQ,AFG6OH7UYU5ZITX4NE2KQR3DX5SA,AFCZMUBZNRVRW2EJJKK5PN2YQZVQ,AHDMHAUOY75NWLNOF3X4UPNKXFSQ,AHWCWBYXHX4QO7ZOFUYIUFTTAJIQ","RWSHFGBE1WU3I,R1VBNTH3HSMVMB,RTATA9H2ELJ81,R1B0APD6HVOT8V,R99TNL1C7XQ5O,R37RT17N8YUWT4,R1WG1ARVL9YH61,R2UFM5PKO62Z5R","Its slow in charging,Ok product,Looks good, but charges slow,very slow charing.,Poor quality, iPhone part will last for two months only, other two are ok,Charger,Product ok,Slow charging",86,negative,negative
858,B00LOD70SC,Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black),OfficeProducts,178.0,210.0,15.0,4.3,2450,"AG3G7G2DUJKN5YMCOYZNCADKKJUQ,AH44B2X6AT45J37MHHTU6RROTR4Q,AEK7LRAV4F5SJOHLTLWOHW2HGDKQ,AEJNQ7HJWCUBEAPBJY3WNA4KYCSA,AGQUWP2W5FVCMMXE3TITGSKHVW7Q,AFVIOYI64LWX7ZMVHYEMSMPMGEQA,AE4KGK2WCG6QWH2TOWODVEN4F5OA,AGB3BMFYPRZH26CFIYKTDIA3NGVQ","R1AY8EXPHPWDDR,R24503W0UJGTMU,R27P97SD5T4MUX,R11RMBECT7059U,R3RA6FKE9WX9CM,R1EG7C09VOFN8O,R18T3RD211CPKE,R1Q9BAGEC9G5VN","It's good,Good,One of the few items on amazon that are original,Awesome!,Nice quality products 👍,Best price,Nice pen,Good pen",82,positive,positive
859,B09X76VL5L,"boAt Airdopes 191G True Wireless Earbuds with ENx™ Tech Equipped Quad Mics, Beast™ Mode(Low Latency- 65ms) for Gaming, 2x6mm Dual Drivers, 30H Playtime, IPX5, IWP™, Appealing Case LEDs(Sport Blue)",Electronics,1599.0,3490.0,54.0,3.7,676,"AFQLURVIOJ7LVLKNHB76BZJ5KCZQ,AGWO43ZNNSWNOSQOL4QQI2LZ3PIQ,AG6UUJCP3QT24QUCT5PTQIYWUI6Q,AESTKWAZITTK43OZLDVJKVQRUF2Q,AENVPHUT7FQF3OD7CPPJYVO2YWIQ,AGZTN3YNM6RFDCZY5JPZYULSKWNQ,AFXZDRPDWF4RVB7PYC4W7EX22PAQ,AHPGVB4FAYZ7VYKWZ3CVGCYLVRNQ","R3HH89QPKPPH0N,R1RDMIVEKQR627,RA53P1TSFESWJ,R1YDORG7TANTE7,R2K9RPCJJ2IR5W,RLPU6DY334IHA,R35VO8VW4L2KA4,R1JJS4OLQE80Q4","Good for gaming.,Worst earbuds,Not upto Expectation mark,Good enough,Worth it,Not suitable for long use,Ear pain,Sound quality and build quality is good 2022 its a best choise",182,negative,positive
860,B091JF2TFD,Boult Audio BassBuds Oak in-Ear Wired Earphones with 10mm Extra Bass Driver and HD Sound with mic(Brown),Electronics,499.0,1299.0,62.0,3.9,1173,"AHYZC7TAK75CSXYF2V57TT2XB3VA,AHVSVASRHLY4HII4CH5GEKNUWAIQ,AHU3G6JL2C765DSFVXYNANCGFATA,AEF7R2XPRQEBGHMMUTQRQNQ7CHLQ,AHMWV64SEF7KPL6YJUVNNIAIEHJA,AHBVHPQ4W6276E6FKYIQHJQ4BMRQ,AH6ZGBUYPQH5WWPNBBMYQMYOOYTA,AH4XKLZAXDJGMB74RNSTAQD6T33Q","R3BZHVNU56YYR,R3JMZ9FQ4EE6ZQ,RCREBFSXZQ9JF,R1L60WAZORSA1X,R1WB0TXVLEXMUH,R3I31OWBU6CU10,R16KH7YOYW7TU,R3ETTCKO1FPQCK","Does its job for the price,Not for music but calling,Good product - value for money,Not for Music Lovers, good otherwise,It not working now,Great look and light weight,Good earphones,Average performance",207,positive,positive
861,B07S7DCJKS,"IT2M Designer Mouse Pad for Laptop/Computer (9.2 X 7.6 Inches, 12788)",Computers&Accessories,199.0,499.0,60.0,4.3,9998,"AG7KK4DGWS4RKQ2S7Z7KDSWSNT6A,AHQOCMTZCJLDZWHA4UFRGXE3ATNQ,AF3TCDSYBVZRSHE2MU3NV74C7YPA,AG4PLTD4U6CPUFP5VA6TUWM3V5RA,AGLZNLY63W3AQ3LE22NHKILAS2UQ,AG7CR672RR6AWBT7I62TSPGNS2NA,AGJL2UK2F3UGV6J6SLRUCOI4CJVA,AGVCLAOUVKP6ZCUZFCPDPBYFYJKA","R272I3YE9KXOQX,R1K8DTC1CSURL,REZ13G8C3Z7KF,REDXJWMNEPZK1,R1IIZGEPBEPGD3,R1BWJBXPCDWW1E,R3IPHL9D75XHNO,R1OES56UGU6UD1","Very nice quality,Good one for office use,Good,Try na cool.,avearage,Nicee,अच्छा है,ABC",38,positive,positive
862,B09NC2TY11,"Noise ColorFit Ultra Buzz Bluetooth Calling Smart Watch with 1.75"" HD Display, 320x385 px Resolution, 100 Sports Modes, Stock Market Info Smartwatch for Men & Women (Olive Green)",Electronics,2499.0,5999.0,58.0,4.1,5852,"AHI7MFQMUC5N6DRDGTYZPAKPWF2A,AF4YTGSRB6V6GKOASPKQOXBSV5WQ,AG4HJD7JUH5N2VD35E4V6VT7GLMQ,AEXQDRMTF5ZQUUSHS7BCNNYOKRQQ,AHTQKY3RQLPSFW44ZP7BN6BCKGAQ,AEFUKUMHKDI2O3TFN7HKNZIP4Y3A,AESLA7XGMFNAM724AWVRLZHL376A,AHI2K2FYRC2LPTJ3RLMDZEEDTPUQ","R3K08458ILZK0F,R3OJTSZV57IWTC,R1DLM3QOLR43NS,R3N1UVS0VJ5GTV,R1LVGTLDN1T30E,R20R8KWXWTCHQ2,R2MOJO4ZT07XX7,R16TO2UAY38GXA","Good quality,Bindaas watch,Good,Must buy,The LCD display is much better than shown in images or videos,Love to Noise Brand,Good product battery backup good,Nice one",60,positive,positive
